Class1,Property,object
https://data.crow.nl/imbor/def/17036CD0-5B49-4923-A3F7-856CE8275DC2,hasAspect,https://data.crow.nl/imbor/def/F5636F4B-BBA1-4CAC-940A-1CA8B7500387
https://data.crow.nl/imbor/def/17036CD0-5B49-4923-A3F7-856CE8275DC2,hasAspect,https://data.crow.nl/imbor/def/D9369412-6A63-4BD1-888E-1759EBE10B18
https://data.crow.nl/imbor/def/17036CD0-5B49-4923-A3F7-856CE8275DC2,hasAspect,https://data.crow.nl/imbor/def/AFA3CBDD-5613-442A-8FE8-C16B4C9609FA
https://data.crow.nl/imbor/def/17036CD0-5B49-4923-A3F7-856CE8275DC2,hasPart,https://data.crow.nl/imbor/def/F70B7735-D56A-414B-92AB-A83F4A767757
https://data.crow.nl/imbor/def/9AFAF493-40DA-4072-A0B2-852508C5272C,hasAspect,https://data.crow.nl/imbor/def/E3E112B3-E46F-45C4-B2C9-B152E6F805A1
https://data.crow.nl/imbor/def/9AFAF493-40DA-4072-A0B2-852508C5272C,hasConnection,https://data.crow.nl/imbor/def/40B39DB2-3F4D-4DC9-A145-35B53FD5B5EE
https://data.crow.nl/imbor/def/A215795B-8BA1-42F1-8761-622FFDC6EF9E,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/A215795B-8BA1-42F1-8761-622FFDC6EF9E,isAspectOf,https://data.crow.nl/imbor/def/8298E24E-2D79-48C5-A80C-74503DFDC588
https://data.crow.nl/imbor/def/A215795B-8BA1-42F1-8761-622FFDC6EF9E,isAspectOf,https://data.crow.nl/imbor/def/22C76A86-D969-464E-87CD-53466BD75FC4
https://data.crow.nl/imbor/def/A215795B-8BA1-42F1-8761-622FFDC6EF9E,isAspectOf,https://data.crow.nl/imbor/id/C8ABA154-1E76-41B8-B2AD-402D44A65B0D
https://data.crow.nl/imbor/def/816AE838-8053-42AB-8CE7-6A915D8D9574,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/816AE838-8053-42AB-8CE7-6A915D8D9574,isAspectOf,https://data.crow.nl/imbor/def/AC8E3B01-901F-4053-9957-F16B9CA7A28B
https://data.crow.nl/imbor/def/816AE838-8053-42AB-8CE7-6A915D8D9574,isAspectOf,https://data.crow.nl/imbor/def/F9DEC4A8-3B9B-4AC7-8128-6C3C78CBB736
https://data.crow.nl/imbor/def/90BE9B21-845B-4B56-B1C9-D1CEF6DEBB0C,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/90BE9B21-845B-4B56-B1C9-D1CEF6DEBB0C,isAspectOf,https://data.crow.nl/imbor/id/C8ABA154-1E76-41B8-B2AD-402D44A65B0D
https://data.crow.nl/imbor/def/C3082F88-42CA-49B3-B179-2F7D6B792364,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/C3082F88-42CA-49B3-B179-2F7D6B792364,isAspectOf,https://data.crow.nl/imbor/def/C20A97E2-BA6D-4955-B470-E43F19659C4C
https://data.crow.nl/imbor/def/C3082F88-42CA-49B3-B179-2F7D6B792364,isAspectOf,https://data.crow.nl/imbor/id/C8ABA154-1E76-41B8-B2AD-402D44A65B0D
https://data.crow.nl/imbor/def/1BA86FD7-336B-414C-B728-3F4942D53ABA,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/1BA86FD7-336B-414C-B728-3F4942D53ABA,isAspectOf,https://data.crow.nl/imbor/def/8298E24E-2D79-48C5-A80C-74503DFDC588
https://data.crow.nl/imbor/def/1BA86FD7-336B-414C-B728-3F4942D53ABA,isAspectOf,https://data.crow.nl/imbor/def/22C76A86-D969-464E-87CD-53466BD75FC4
https://data.crow.nl/imbor/def/2B4E626E-79CD-4034-8AF3-653EBCA3E675,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/2B4E626E-79CD-4034-8AF3-653EBCA3E675,isAspectOf,https://data.crow.nl/imbor/def/8298E24E-2D79-48C5-A80C-74503DFDC588
https://data.crow.nl/imbor/def/2B4E626E-79CD-4034-8AF3-653EBCA3E675,isAspectOf,https://data.crow.nl/imbor/def/9CBAFABD-EF5F-4121-A63A-57DA752300E5
https://data.crow.nl/imbor/def/2B4E626E-79CD-4034-8AF3-653EBCA3E675,isAspectOf,https://data.crow.nl/imbor/def/3C6051B1-6FF7-4783-A306-63739BDF36BB
https://data.crow.nl/imbor/def/FE83DF7F-DD89-477C-96C4-CB8A6D7CE1C6,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/67294127-AE59-4A5D-884C-022EE988879C,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/67294127-AE59-4A5D-884C-022EE988879C,isAspectOf,https://data.crow.nl/imbor/def/8298E24E-2D79-48C5-A80C-74503DFDC588
https://data.crow.nl/imbor/def/20005768-0335-4E6E-B4C3-DCADB89111B3,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/20005768-0335-4E6E-B4C3-DCADB89111B3,isAspectOf,https://data.crow.nl/imbor/def/8298E24E-2D79-48C5-A80C-74503DFDC588
https://data.crow.nl/imbor/def/9E03EE4C-CC53-40C5-8F04-5F1B3B0C4D3C,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/9E03EE4C-CC53-40C5-8F04-5F1B3B0C4D3C,isAspectOf,https://data.crow.nl/imbor/def/8298E24E-2D79-48C5-A80C-74503DFDC588
https://data.crow.nl/imbor/def/C54DB81B-BF92-4631-B942-D5052B201289,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/C54DB81B-BF92-4631-B942-D5052B201289,isAspectOf,https://data.crow.nl/imbor/def/8298E24E-2D79-48C5-A80C-74503DFDC588
https://data.crow.nl/imbor/def/73D2294D-9878-41DD-9319-9D8241CB0A46,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/73D2294D-9878-41DD-9319-9D8241CB0A46,isAspectOf,https://data.crow.nl/imbor/def/8298E24E-2D79-48C5-A80C-74503DFDC588
https://data.crow.nl/imbor/def/871E1620-F81F-428F-883D-7CAADCBAEB93,isAspectOf,https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E
https://data.crow.nl/imbor/def/871E1620-F81F-428F-883D-7CAADCBAEB93,isAspectOf,https://data.crow.nl/imbor/def/8298E24E-2D79-48C5-A80C-74503DFDC588
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/A215795B-8BA1-42F1-8761-622FFDC6EF9E
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/816AE838-8053-42AB-8CE7-6A915D8D9574
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/90BE9B21-845B-4B56-B1C9-D1CEF6DEBB0C
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/C3082F88-42CA-49B3-B179-2F7D6B792364
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/1BA86FD7-336B-414C-B728-3F4942D53ABA
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/E3E112B3-E46F-45C4-B2C9-B152E6F805A1
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/2B4E626E-79CD-4034-8AF3-653EBCA3E675
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/FE83DF7F-DD89-477C-96C4-CB8A6D7CE1C6
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/67294127-AE59-4A5D-884C-022EE988879C
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/20005768-0335-4E6E-B4C3-DCADB89111B3
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/9E03EE4C-CC53-40C5-8F04-5F1B3B0C4D3C
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/C54DB81B-BF92-4631-B942-D5052B201289
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/73D2294D-9878-41DD-9319-9D8241CB0A46
https://data.crow.nl/imbor/def/83DC8DBC-9B35-4C80-AAD1-890D5972478E,hasAspect,https://data.crow.nl/imbor/def/871E1620-F81F-428F-883D-7CAADCBAEB93
https://data.crow.nl/imbor/def/13768641-088C-4520-9AA3-30E2CB5F1D34,hasAspect,https://data.crow.nl/imbor/def/992E77D0-DA5C-466B-8C44-B0304BEEAE07
https://data.crow.nl/imbor/def/13768641-088C-4520-9AA3-30E2CB5F1D34,hasPart,https://data.crow.nl/imbor/def/38A36B34-A593-499D-B210-0C48FB40CA3B
https://data.crow.nl/imbor/def/5AE7F87E-46B2-4CEA-A409-1CCD12423945,hasAspect,https://data.crow.nl/imbor/def/E3E112B3-E46F-45C4-B2C9-B152E6F805A1
https://data.crow.nl/imbor/def/31B6EECD-E16C-47CA-BF9D-4DCD7FC76AC8,hasAspect,https://data.crow.nl/imbor/def/E3E112B3-E46F-45C4-B2C9-B152E6F805A1
https://data.crow.nl/imbor/def/CB68E3F3-405E-42BD-A965-6D9FAE10988F,isAspectOf,https://data.crow.nl/imbor/def/5A7EB1DC-669A-4375-A616-6B3EF574BBAA
https://data.crow.nl/imbor/def/CB68E3F3-405E-42BD-A965-6D9FAE10988F,isAspectOf,http://modellen.geostandaarden.nl/def/nen3610-2022#Gebouw
https://data.crow.nl/imbor/def/CB68E3F3-405E-42BD-A965-6D9FAE10988F,isAspectOf,https://data.crow.nl/imbor/def/6B54FE2F-9897-47DA-863C-5A931E89B2DE
https://data.crow.nl/imbor/def/CB68E3F3-405E-42BD-A965-6D9FAE10988F,isAspectOf,https://data.crow.nl/imbor/def/40BD01ED-180A-4644-AB10-4C94C891A452
https://data.crow.nl/imbor/def/CB68E3F3-405E-42BD-A965-6D9FAE10988F,isAspectOf,https://data.crow.nl/imbor/def/FFA16BB2-FA5A-49F1-B3E8-794499B02785
https://data.crow.nl/imbor/def/CB68E3F3-405E-42BD-A965-6D9FAE10988F,isAspectOf,http://modellen.geostandaarden.nl/def/nen3610-2022#Kunstwerk
https://data.crow.nl/imbor/def/CB68E3F3-405E-42BD-A965-6D9FAE10988F,isAspectOf,https://data.crow.nl/imbor/def/B7168388-9EB9-4C95-B35E-1BA2660849E8
https://data.crow.nl/imbor/def/CB68E3F3-405E-42BD-A965-6D9FAE10988F,isAspectOf,https://data.crow.nl/imbor/def/ACB230E4-46DA-4CF1-806E-01D4753DEBF7
https://data.crow.nl/imbor/def/CB68E3F3-405E-42BD-A965-6D9FAE10988F,isAspectOf,https://data.crow.nl/imbor/def/9DA972D3-03DD-4CCF-AE66-FB712A2A6908
https://data.crow.nl/imbor/def/CB68E3F3-405E-42BD-A965-6D9FAE10988F,isAspectOf,https://data.crow.nl/imbor/def/A57C92D8-2139-45C8-B96F-471106F6AF2E
https://data.crow.nl/imbor/def/5A7EB1DC-669A-4375-A616-6B3EF574BBAA,hasAspect,https://data.crow.nl/imbor/def/638EFF22-A320-43AE-889A-0A0B5F83DCEB
https://data.crow.nl/imbor/def/5A7EB1DC-669A-4375-A616-6B3EF574BBAA,hasAspect,https://data.crow.nl/imbor/def/CB68E3F3-405E-42BD-A965-6D9FAE10988F
https://data.crow.nl/imbor/def/8C3702FE-2B46-47EA-AA2D-8E6CA20DDF1B,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/5B736087-3105-435B-B76B-2E6BB2333152,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/74922802-9B47-48AB-ACB7-2A11B043982D,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/D60283D1-17A7-493D-957C-9D76DF4F0F09,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/97834AD8-6F73-4E17-8455-1F1B9487E9CD,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/06BDE296-32E0-41AA-AE73-D8CB32B03E60,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/39231ACE-3D00-4BCC-B4DB-31DBB2C0BB6F,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/437806C5-6D08-4163-A837-4AD221FD0483,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/437806C5-6D08-4163-A837-4AD221FD0483,isAspectOf,https://data.crow.nl/imbor/def/74F35552-7109-4DC2-9AFA-91F0D8FF1D09
https://data.crow.nl/imbor/def/C7DA7CF4-EA1F-4F4D-8FD5-B3BD8A2147FD,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/464ADA36-5187-40B9-9459-73F428E5ECE3,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/464ADA36-5187-40B9-9459-73F428E5ECE3,isAspectOf,https://data.crow.nl/imbor/def/74F35552-7109-4DC2-9AFA-91F0D8FF1D09
https://data.crow.nl/imbor/def/464ADA36-5187-40B9-9459-73F428E5ECE3,isAspectOf,https://data.crow.nl/imbor/def/E95C6640-75F1-4A8A-9C93-41EE8D620613
https://data.crow.nl/imbor/def/464ADA36-5187-40B9-9459-73F428E5ECE3,isAspectOf,https://data.crow.nl/imbor/def/F70E96C9-638E-4CB2-B797-81950C7FD9BA
https://data.crow.nl/imbor/def/D4581EBF-D4B6-42B8-AD2A-DBE2C767F108,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/6DDEFDF8-ACFE-49C8-9F08-B7636570F0BE,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/EC9D7FB7-CBEB-40EA-8D56-456A422D9F2E,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/ABF653AF-0981-466F-8BEE-9AD3F3072C00,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/B5B0FA6E-9F0F-4BC0-B5CF-56BB576D39AB,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/A8308BBC-C713-48D2-8278-30E898835CD8,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/8BC605AB-0123-4F2A-BADD-2E41BB1F70C7,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/548157AD-ADC0-4981-B851-00230F65F359,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/C3AB0C99-806C-4743-9E68-1B452EE94B73,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/936401A0-0A49-470C-99AC-3F4A145ED54F,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/7453A1C5-F44D-471C-982E-DABA4553926D,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/2C65C6CD-AC55-4D5E-9D77-1ECE82C116BA,isAspectOf,https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/8C3702FE-2B46-47EA-AA2D-8E6CA20DDF1B
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/5B736087-3105-435B-B76B-2E6BB2333152
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/74922802-9B47-48AB-ACB7-2A11B043982D
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/D60283D1-17A7-493D-957C-9D76DF4F0F09
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/97834AD8-6F73-4E17-8455-1F1B9487E9CD
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/06BDE296-32E0-41AA-AE73-D8CB32B03E60
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/39231ACE-3D00-4BCC-B4DB-31DBB2C0BB6F
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/437806C5-6D08-4163-A837-4AD221FD0483
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/C7DA7CF4-EA1F-4F4D-8FD5-B3BD8A2147FD
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/464ADA36-5187-40B9-9459-73F428E5ECE3
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/D4581EBF-D4B6-42B8-AD2A-DBE2C767F108
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/6DDEFDF8-ACFE-49C8-9F08-B7636570F0BE
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/EC9D7FB7-CBEB-40EA-8D56-456A422D9F2E
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/ABF653AF-0981-466F-8BEE-9AD3F3072C00
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/B5B0FA6E-9F0F-4BC0-B5CF-56BB576D39AB
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/A8308BBC-C713-48D2-8278-30E898835CD8
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/8BC605AB-0123-4F2A-BADD-2E41BB1F70C7
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/548157AD-ADC0-4981-B851-00230F65F359
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/C3AB0C99-806C-4743-9E68-1B452EE94B73
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/936401A0-0A49-470C-99AC-3F4A145ED54F
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/7453A1C5-F44D-471C-982E-DABA4553926D
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasAspect,https://data.crow.nl/imbor/def/2C65C6CD-AC55-4D5E-9D77-1ECE82C116BA
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasConnection,https://data.crow.nl/imbor/def/1D5E6E90-D251-45CF-8BDD-314A9766F506
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasConnection,https://data.crow.nl/imbor/def/38A36B34-A593-499D-B210-0C48FB40CA3B
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasConnection,https://data.crow.nl/imbor/def/9D932904-C4B1-44E0-B151-B6DF78F44A92
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasConnection,https://data.crow.nl/imbor/def/6B021F79-AD6C-431E-A205-9EB4B9DC3B3C
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,isPartOf,https://data.crow.nl/imbor/def/C6A37DB7-8406-4C5B-9E44-0AAE7C7C5D3E
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasConnection,https://data.crow.nl/imbor/def/B4935E75-46CA-414D-949D-30A8B801FD5B
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasConnection,http://modellen.geostandaarden.nl/def/nen3610-2022#Oppervlaktewater
https://data.crow.nl/imbor/def/83A942F7-5291-42F0-AFB1-9A57D0FB2F15,hasConnection,http://modellen.geostandaarden.nl/def/nen3610-2022#Verharding
https://data.crow.nl/imbor/def/1D5E6E90-D251-45CF-8BDD-314A9766F506,hasAspect,https://data.crow.nl/imbor/def/E3E112B3-E46F-45C4-B2C9-B152E6F805A1
https://data.crow.nl/imbor/def/37E52F03-1C0A-4C99-8366-48B4C62967A9,isAspectOf,https://data.crow.nl/imbor/def/6B021F79-AD6C-431E-A205-9EB4B9DC3B3C
https://data.crow.nl/imbor/def/37E52F03-1C0A-4C99-8366-48B4C62967A9,isAspectOf,https://data.crow.nl/imbor/def/3CC08DA3-FE89-4BE0-9770-A5D27FCE794E
https://data.crow.nl/imbor/def/B7371CB3-2DB0-4013-8FFC-563440A38604,isAspectOf,https://data.crow.nl/imbor/def/6B021F79-AD6C-431E-A205-9EB4B9DC3B3C
https://data.crow.nl/imbor/def/6B021F79-AD6C-431E-A205-9EB4B9DC3B3C,hasAspect,https://data.crow.nl/imbor/def/37E52F03-1C0A-4C99-8366-48B4C62967A9
https://data.crow.nl/imbor/def/6B021F79-AD6C-431E-A205-9EB4B9DC3B3C,hasAspect,https://data.crow.nl/imbor/def/B7371CB3-2DB0-4013-8FFC-563440A38604
https://data.crow.nl/imbor/def/6B021F79-AD6C-431E-A205-9EB4B9DC3B3C,hasAspect,https://data.crow.nl/imbor/def/638EFF22-A320-43AE-889A-0A0B5F83DCEB
https://data.crow.nl/imbor/def/91FAABC2-3ED6-462B-BD68-E65719EECCFD,hasAspect,https://data.crow.nl/imbor/def/1B21B51B-BA59-4A4E-80DE-4953C26E56F2
https://data.crow.nl/imbor/def/8100D1E8-A91E-411F-8155-13038A224147,hasAspect,https://data.crow.nl/imbor/def/992E77D0-DA5C-466B-8C44-B0304BEEAE07
https://data.crow.nl/imbor/def/F6B9CA23-26E0-4DD6-B532-77777E3D50EB,isAspectOf,https://data.crow.nl/imbor/def/21DEE333-BEE2-4003-A4B1-0AA9E4AE3EB6
https://data.crow.nl/imbor/def/F6B9CA23-26E0-4DD6-B532-77777E3D50EB,isAspectOf,https://data.crow.nl/imbor/def/859E06E4-CE87-4BAA-8FFD-FF4E73D7CC25
https://data.crow.nl/imbor/def/F6B9CA23-26E0-4DD6-B532-77777E3D50EB,isAspectOf,https://data.crow.nl/imbor/def/D929E371-B573-4DAA-BAA8-4D70A416DF14
https://data.crow.nl/imbor/def/F6B9CA23-26E0-4DD6-B532-77777E3D50EB,isAspectOf,https://data.crow.nl/imbor/def/88D44A0F-EC95-453B-8F5A-16FE4E1BDDA0
https://data.crow.nl/imbor/def/21DEE333-BEE2-4003-A4B1-0AA9E4AE3EB6,hasAspect,https://data.crow.nl/imbor/def/F6B9CA23-26E0-4DD6-B532-77777E3D50EB
https://data.crow.nl/imbor/def/21DEE333-BEE2-4003-A4B1-0AA9E4AE3EB6,hasConnection,https://data.crow.nl/imbor/def/40B39DB2-3F4D-4DC9-A145-35B53FD5B5EE
https://data.crow.nl/imbor/def/0DA357FA-2F2A-4F16-AA3E-9DC8AF1A187E,isAspectOf,https://data.crow.nl/imbor/def/DF3A7CAC-4653-49B9-BE3A-7FECE9BF7A69
https://data.crow.nl/imbor/def/0DA357FA-2F2A-4F16-AA3E-9DC8AF1A187E,isAspectOf,https://data.crow.nl/imbor/def/27EDBA14-B463-4444-908B-467A0C5229E1
https://data.crow.nl/imbor/def/0DA357FA-2F2A-4F16-AA3E-9DC8AF1A187E,isAspectOf,https://data.crow.nl/imbor/id/E6ACAA1D-E5AB-4138-BC92-006E639C3F13
https://data.crow.nl/imbor/def/0DA357FA-2F2A-4F16-AA3E-9DC8AF1A187E,isAspectOf,https://data.crow.nl/imbor/id/7F8CB48A-5027-4AC8-8E12-9E3D7F6BAB1B
https://data.crow.nl/imbor/def/0DA357FA-2F2A-4F16-AA3E-9DC8AF1A187E,isAspectOf,https://data.crow.nl/imbor/def/05878201-C7A6-4B1A-9D7C-E3791CFFF024
https://data.crow.nl/imbor/def/0DA357FA-2F2A-4F16-AA3E-9DC8AF1A187E,isAspectOf,https://data.crow.nl/imbor/def/3C6051B1-6FF7-4783-A306-63739BDF36BB
https://data.crow.nl/imbor/def/0E4E3D11-2E7F-4479-BF6C-AF8D94ED32BA,isAspectOf,https://data.crow.nl/imbor/def/DF3A7CAC-4653-49B9-BE3A-7FECE9BF7A69
https://data.crow.nl/imbor/def/0E4E3D11-2E7F-4479-BF6C-AF8D94ED32BA,isAspectOf,https://data.crow.nl/imbor/def/80F7DB6C-0E53-4F15-91C1-88C69455D150
